date,hour,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
2019-07-08,4,12,5,14,NA,10,NA,TRUE,21,14,NA,18,NA,26,NA,20,9,TRUE,16,7,NA,18,13,NA,23
2019-07-08,5,8,4,18,NA,7,NA,TRUE,18,21,NA,22,NA,23,NA,16,9,TRUE,17,11,NA,17,5,NA,24
2019-07-08,6,10,7,20,NA,8,NA,TRUE,17,20,NA,22,NA,20,NA,25,5,TRUE,18,6,NA,10,17,NA,33
2019-07-08,7,8,8,16,NA,10,NA,TRUE,19,22,NA,42,NA,33,NA,24,10,TRUE,20,12,NA,13,18,NA,37
2019-07-08,8,12,5,18,NA,7,NA,TRUE,27,28,NA,38,NA,25,NA,24,7,TRUE,27,12,NA,19,9,NA,30
2019-07-08,9,19,6,28,NA,6,NA,TRUE,28,37,NA,34,NA,23,NA,22,12,TRUE,26,22,NA,32,4,NA,30
2019-07-08,10,14,1,36,NA,19,NA,TRUE,24,30,NA,26,NA,19,NA,26,18,TRUE,25,17,NA,43,8,NA,28
2019-07-08,11,13,23,32,NA,22,NA,TRUE,26,37,NA,25,NA,8,NA,26,25,TRUE,17,24,NA,42,12,NA,22
2019-07-08,12,28,17,28,NA,22,NA,TRUE,34,27,NA,33,NA,10,NA,13,29,TRUE,13,10,NA,38,18,NA,11
2019-07-08,13,25,20,31,NA,19,NA,TRUE,18,26,NA,36,NA,14,NA,12,28,TRUE,21,31,NA,26,11,NA,26
2019-07-08,14,34,18,24,NA,22,NA,TRUE,17,19,NA,11,NA,11,NA,NA,25,TRUE,17,30,NA,12,12,NA,14
2019-07-08,15,26,NA,21,NA,16,NA,TRUE,16,18,NA,17,NA,16,NA,NA,19,TRUE,17,15,NA,44,9,NA,24
2019-07-08,16,27,NA,23,NA,21,NA,TRUE,23,16,NA,22,NA,17,NA,23,17,TRUE,NA,20,NA,33,23,NA,26
2019-07-08,17,26,NA,23,NA,28,NA,TRUE,25,27,NA,32,NA,14,NA,42,23,TRUE,NA,31,NA,10,41,NA,18
2019-07-08,18,17,NA,17,NA,25,NA,TRUE,19,26,NA,31,NA,14,NA,21,11,TRUE,NA,24,NA,9,44,NA,15
2019-07-08,19,24,6,27,NA,26,NA,TRUE,10,23,NA,55,NA,19,NA,35,21,TRUE,9,21,NA,21,30,NA,1
2019-07-08,20,20,10,22,NA,19,NA,TRUE,19,23,NA,36,NA,24,NA,37,19,TRUE,13,15,NA,20,15,NA,20
2019-07-08,21,10,9,20,NA,19,NA,TRUE,22,20,NA,24,NA,31,NA,29,15,TRUE,22,9,NA,15,11,NA,7
2019-07-08,22,8,6,23,NA,27,NA,TRUE,22,24,NA,35,NA,27,NA,24,16,TRUE,26,7,NA,15,24,NA,32
2019-07-08,23,11,8,26,NA,24,NA,TRUE,29,23,NA,25,NA,14,NA,32,15,TRUE,41,10,NA,22,35,NA,21
2019-07-08,24,11,8,32,NA,28,NA,TRUE,29,31,NA,24,NA,11,NA,48,15,TRUE,26,15,NA,11,35,NA,24
2019-07-09,1,25,5,33,NA,31,NA,TRUE,33,28,NA,23,NA,11,NA,52,17,TRUE,34,15,NA,13,33,NA,23
2019-07-09,2,19,10,27,NA,32,NA,TRUE,38,20,NA,27,NA,11,NA,44,19,TRUE,39,9,NA,11,35,NA,33
2019-07-09,3,18,17,19,NA,21,NA,TRUE,32,15,NA,21,NA,11,NA,53,14,TRUE,28,10,NA,22,35,NA,31
2019-07-09,4,13,10,23,NA,20,NA,TRUE,35,25,NA,28,NA,15,NA,53,10,TRUE,31,4,NA,8,31,NA,30
2019-07-09,5,15,6,19,NA,14,NA,TRUE,23,23,NA,39,NA,13,NA,63,11,TRUE,22,11,NA,15,24,NA,44
2019-07-09,6,29,5,19,NA,12,NA,TRUE,27,29,NA,22,NA,13,NA,54,9,TRUE,20,17,NA,28,22,NA,48
2019-07-09,7,20,7,22,NA,17,NA,TRUE,27,24,NA,29,NA,22,NA,56,9,TRUE,22,14,NA,22,36,NA,44
2019-07-09,8,20,2,26,NA,14,NA,TRUE,27,29,NA,40,NA,34,NA,41,22,TRUE,30,13,NA,31,24,NA,33
2019-07-09,9,34,3,37,NA,26,NA,TRUE,41,43,NA,39,NA,49,NA,44,28,TRUE,43,30,NA,50,18,NA,48
2019-07-09,10,38,8,59,NA,30,NA,TRUE,50,58,NA,49,NA,41,NA,NA,35,TRUE,47,39,NA,49,40,NA,44
2019-07-09,11,29,17,67,NA,32,NA,TRUE,NA,53,NA,69,NA,24,NA,NA,35,TRUE,35,NA,NA,40,35,NA,44
2019-07-09,12,34,14,51,NA,23,NA,TRUE,NA,41,NA,69,NA,16,NA,NA,30,TRUE,39,NA,NA,39,31,NA,55
2019-07-09,13,34,15,32,NA,22,NA,TRUE,NA,46,NA,39,NA,7,NA,NA,32,TRUE,20,NA,NA,39,29,NA,26
2019-07-09,14,36,19,NA,NA,17,NA,TRUE,20,41,NA,37,NA,NA,NA,35,28,TRUE,26,29,NA,17,7,NA,10
2019-07-09,15,37,31,24,NA,20,NA,NA,20,25,NA,20,NA,NA,NA,22,28,TRUE,35,38,NA,11,1,NA,10
2019-07-09,16,30,23,15,NA,11,NA,NA,15,22,NA,15,NA,6,NA,11,15,TRUE,13,12,NA,7,NA,NA,12
2019-07-09,17,17,30,12,NA,9,NA,TRUE,19,6,NA,16,NA,13,NA,16,22,TRUE,9,4,NA,NA,16,NA,13
2019-07-09,18,14,23,9,NA,19,NA,TRUE,11,10,NA,9,NA,9,NA,24,4,TRUE,30,22,NA,3,13,NA,10
2019-07-09,19,10,6,3,NA,14,NA,TRUE,11,9,NA,7,NA,5,NA,13,9,TRUE,33,7,NA,12,32,NA,12
2019-07-09,20,7,9,3,NA,9,NA,TRUE,8,8,NA,8,NA,11,NA,21,5,TRUE,8,7,NA,1,1,NA,13
2019-07-09,21,8,6,6,NA,9,NA,TRUE,9,13,NA,12,NA,15,NA,34,9,TRUE,9,4,NA,15,6,NA,13
2019-07-09,22,8,3,7,NA,10,NA,TRUE,7,7,NA,NA,NA,15,NA,17,6,TRUE,7,6,NA,2,6,NA,8
2019-07-09,23,10,6,7,NA,10,NA,TRUE,9,10,NA,13,NA,17,NA,13,6,TRUE,4,11,NA,15,7,NA,NA
2019-07-09,24,9,10,14,NA,9,NA,TRUE,11,12,NA,8,NA,12,NA,19,10,TRUE,13,11,NA,15,18,NA,11
2019-07-10,1,10,9,12,NA,25,NA,TRUE,8,13,NA,12,NA,13,NA,33,11,TRUE,11,6,NA,12,19,NA,10
2019-07-10,2,11,10,12,NA,18,NA,TRUE,11,12,NA,17,NA,13,NA,36,8,TRUE,11,12,NA,16,12,NA,4
2019-07-10,3,7,13,11,NA,6,NA,TRUE,12,13,NA,15,NA,10,NA,22,7,TRUE,11,1,NA,11,4,NA,11
2019-07-10,4,9,13,7,NA,10,NA,TRUE,10,13,NA,9,NA,11,NA,17,9,TRUE,9,7,NA,14,10,NA,18
2019-07-10,5,9,7,15,NA,9,NA,TRUE,14,12,NA,12,NA,14,NA,18,8,TRUE,14,7,NA,22,7,NA,10
2019-07-10,6,8,5,15,NA,9,NA,TRUE,7,16,NA,15,NA,19,NA,19,10,TRUE,14,10,NA,17,12,NA,12
2019-07-10,7,11,12,18,NA,17,NA,TRUE,18,18,NA,18,NA,20,NA,19,15,TRUE,18,8,NA,25,23,NA,20
2019-07-10,8,11,8,21,NA,12,NA,TRUE,20,27,NA,21,NA,21,NA,30,11,TRUE,37,15,NA,22,13,NA,26
2019-07-10,9,17,10,20,NA,14,NA,TRUE,31,28,NA,27,NA,22,NA,24,15,TRUE,21,16,NA,37,7,NA,29
2019-07-10,10,24,1,25,NA,19,NA,TRUE,38,31,NA,31,NA,21,NA,16,20,NA,NA,23,NA,22,34,NA,30
2019-07-10,11,29,30,22,NA,20,NA,TRUE,48,27,NA,33,NA,29,NA,45,22,NA,NA,21,NA,40,40,NA,44
2019-07-10,12,39,31,NA,NA,22,NA,TRUE,52,52,NA,50,NA,26,NA,37,24,NA,NA,15,NA,31,61,NA,33
2019-07-10,13,29,32,NA,NA,29,NA,TRUE,42,45,NA,48,NA,17,NA,39,31,TRUE,NA,31,NA,41,39,NA,35
2019-07-10,14,12,11,NA,NA,36,NA,TRUE,27,29,NA,45,NA,31,NA,43,15,TRUE,NA,30,NA,7,24,NA,24
2019-07-10,15,13,5,16,NA,12,NA,TRUE,24,15,NA,11,NA,8,NA,63,10,TRUE,NA,14,NA,13,NA,NA,22
2019-07-10,16,22,NA,29,NA,26,NA,TRUE,26,27,NA,43,NA,12,NA,23,20,TRUE,NA,20,NA,32,22,NA,16
2019-07-10,17,24,NA,27,NA,19,NA,NA,23,34,NA,32,NA,NA,NA,NA,23,TRUE,NA,26,NA,47,5,NA,16
2019-07-10,18,26,NA,17,NA,19,NA,TRUE,9,19,NA,21,NA,10,NA,30,25,TRUE,NA,20,NA,32,24,NA,6
2019-07-10,19,16,NA,9,NA,15,NA,TRUE,6,12,NA,20,NA,10,NA,27,8,TRUE,NA,16,NA,NA,15,NA,14
2019-07-10,20,10,NA,14,NA,14,NA,TRUE,15,11,NA,18,NA,12,NA,20,9,TRUE,NA,2,NA,18,17,NA,12
2019-07-10,21,5,NA,7,NA,9,NA,TRUE,9,6,NA,11,NA,8,NA,25,4,TRUE,NA,9,NA,9,12,NA,15
2019-07-10,22,7,NA,9,NA,5,NA,TRUE,18,12,NA,9,NA,16,NA,5,5,TRUE,NA,NA,NA,9,10,NA,29
2019-07-10,23,4,NA,7,NA,8,NA,TRUE,11,8,NA,7,NA,15,NA,13,6,TRUE,NA,4,NA,13,14,NA,16
2019-07-10,24,2,NA,7,NA,8,NA,TRUE,8,7,NA,8,NA,16,NA,9,4,TRUE,NA,8,NA,13,5,NA,10
2019-07-11,1,NA,NA,9,NA,4,NA,NA,8,10,NA,8,NA,17,NA,35,6,TRUE,NA,7,NA,1,8,NA,12
2019-07-11,2,NA,NA,11,NA,12,NA,TRUE,10,9,NA,10,NA,19,NA,22,7,TRUE,NA,2,NA,16,11,NA,11
2019-07-11,3,NA,NA,10,NA,9,NA,TRUE,12,13,NA,11,NA,14,NA,26,8,TRUE,NA,4,NA,23,9,NA,18
2019-07-11,4,NA,NA,10,NA,7,NA,TRUE,14,7,NA,13,NA,12,NA,29,5,TRUE,NA,3,NA,22,15,NA,20
2019-07-11,5,NA,NA,16,NA,10,NA,TRUE,25,11,NA,14,NA,11,NA,29,2,TRUE,NA,10,NA,24,14,NA,20
2019-07-11,6,4,NA,16,NA,9,NA,TRUE,21,20,NA,22,NA,12,NA,17,4,TRUE,NA,10,NA,33,14,NA,27
2019-07-11,7,3,NA,16,NA,14,NA,TRUE,27,21,NA,24,NA,23,NA,16,2,TRUE,NA,7,NA,28,10,NA,26
2019-07-11,8,10,NA,19,NA,7,NA,TRUE,29,30,NA,28,NA,33,NA,56,6,TRUE,NA,10,NA,25,8,NA,30
2019-07-11,9,11,NA,20,NA,11,NA,TRUE,29,30,NA,32,NA,36,NA,30,11,TRUE,NA,17,NA,28,10,NA,21
2019-07-11,10,16,NA,23,NA,15,NA,TRUE,38,35,NA,35,NA,18,NA,17,19,TRUE,NA,14,NA,26,1,NA,NA
2019-07-11,11,22,NA,NA,NA,18,NA,TRUE,44,50,NA,36,NA,19,NA,33,18,TRUE,NA,25,NA,45,18,NA,NA
2019-07-11,12,30,NA,NA,NA,15,NA,TRUE,49,50,NA,52,NA,18,NA,35,24,TRUE,NA,48,NA,52,13,NA,NA
2019-07-11,13,34,NA,NA,NA,30,NA,TRUE,35,51,NA,37,NA,15,NA,40,45,TRUE,NA,46,NA,55,19,NA,NA
2019-07-11,14,27,NA,NA,NA,36,NA,NA,30,29,NA,33,NA,9,NA,NA,35,TRUE,NA,40,NA,42,18,NA,24
2019-07-11,15,34,NA,NA,NA,26,NA,NA,25,33,NA,34,NA,2,NA,29,34,TRUE,NA,22,NA,17,30,NA,24
2019-07-11,16,34,NA,17,NA,22,NA,NA,22,19,NA,20,NA,7,NA,26,28,TRUE,NA,22,NA,19,5,NA,15
2019-07-11,17,28,NA,23,NA,12,NA,NA,18,16,NA,11,NA,7,NA,16,19,TRUE,NA,15,NA,17,5,NA,8
2019-07-11,18,25,NA,18,NA,2,NA,TRUE,13,12,NA,8,NA,16,NA,10,15,TRUE,NA,19,NA,28,8,NA,6
2019-07-11,19,18,NA,17,NA,14,NA,TRUE,12,16,NA,15,NA,7,NA,21,15,TRUE,NA,21,NA,16,11,NA,8
2019-07-11,20,23,NA,15,NA,9,NA,TRUE,23,19,NA,18,NA,14,NA,19,13,TRUE,NA,19,NA,27,15,NA,18
2019-07-11,21,24,NA,21,NA,13,NA,TRUE,26,23,NA,23,NA,19,NA,19,19,TRUE,NA,24,NA,25,13,NA,28
2019-07-11,22,30,NA,22,NA,18,NA,TRUE,24,19,NA,21,NA,19,NA,30,16,TRUE,NA,21,NA,30,19,NA,21
2019-07-11,23,29,NA,21,NA,16,NA,TRUE,24,25,NA,20,NA,24,NA,39,15,TRUE,NA,10,NA,27,19,NA,8
2019-07-11,24,23,NA,21,NA,20,NA,TRUE,23,26,NA,25,NA,17,NA,26,19,TRUE,NA,14,NA,34,28,NA,20
2019-07-12,1,23,NA,21,NA,25,NA,TRUE,22,26,NA,24,NA,26,NA,43,19,TRUE,NA,11,NA,30,19,NA,7
2019-07-12,2,22,NA,22,NA,27,NA,TRUE,14,29,NA,29,NA,12,NA,41,19,TRUE,NA,18,NA,28,21,NA,18
2019-07-12,3,15,NA,21,NA,20,NA,TRUE,21,24,NA,19,NA,7,NA,35,15,TRUE,NA,22,NA,20,6,NA,16
2019-07-12,4,9,NA,19,NA,15,NA,TRUE,18,27,NA,20,NA,7,NA,29,11,TRUE,NA,21,NA,29,9,NA,19
2019-07-12,5,13,NA,19,NA,8,NA,TRUE,NA,26,NA,25,NA,11,NA,39,9,TRUE,NA,13,NA,19,10,NA,15
2019-07-12,6,12,NA,20,NA,16,NA,TRUE,18,26,NA,25,NA,13,NA,30,19,TRUE,NA,15,NA,9,13,NA,23
2019-07-12,7,16,NA,22,NA,12,NA,TRUE,18,27,NA,20,NA,11,NA,36,21,TRUE,NA,22,NA,29,14,NA,22
2019-07-12,8,19,NA,22,NA,16,NA,TRUE,17,27,NA,28,NA,13,NA,35,16,TRUE,NA,16,NA,35,17,NA,24
2019-07-12,9,20,NA,25,NA,8,NA,TRUE,28,36,NA,32,NA,12,NA,27,28,TRUE,NA,22,NA,24,9,NA,27
2019-07-12,10,23,NA,27,NA,6,NA,TRUE,37,36,NA,30,NA,21,NA,NA,27,TRUE,NA,19,NA,37,2,NA,35
2019-07-12,11,20,NA,31,NA,10,NA,TRUE,41,39,NA,44,NA,NA,NA,38,22,TRUE,NA,41,NA,36,8,NA,50
2019-07-12,12,26,NA,49,NA,7,NA,TRUE,36,41,NA,38,NA,NA,NA,28,20,TRUE,NA,37,NA,26,17,NA,23
2019-07-12,13,18,NA,29,NA,17,NA,TRUE,32,42,NA,40,NA,NA,NA,19,14,TRUE,NA,7,NA,32,34,NA,19
2019-07-12,14,20,NA,28,NA,9,NA,NA,25,32,NA,44,NA,NA,NA,25,17,TRUE,NA,9,NA,12,20,NA,16
2019-07-12,15,15,NA,21,NA,21,NA,TRUE,23,18,NA,36,NA,8,NA,41,NA,NA,NA,NA,NA,12,21,NA,28
2019-07-12,16,18,NA,20,NA,30,NA,TRUE,20,29,NA,9,NA,4,NA,5,NA,TRUE,NA,29,NA,26,11,NA,14
2019-07-12,17,26,NA,29,NA,20,NA,TRUE,29,29,NA,32,NA,19,NA,21,NA,TRUE,NA,13,NA,22,13,NA,18
2019-07-12,18,30,NA,25,NA,14,NA,TRUE,23,31,NA,30,NA,14,NA,33,NA,TRUE,NA,15,NA,20,13,NA,15
2019-07-12,19,25,NA,22,NA,19,NA,TRUE,12,18,NA,14,NA,7,NA,43,19,TRUE,NA,14,NA,23,18,NA,10
2019-07-12,20,16,NA,14,NA,17,NA,TRUE,12,11,NA,7,NA,19,NA,15,12,TRUE,NA,12,NA,12,19,NA,20
2019-07-12,21,10,NA,11,NA,8,NA,TRUE,13,16,NA,16,NA,10,NA,23,6,TRUE,NA,8,NA,12,12,NA,7
2019-07-12,22,10,NA,12,NA,10,NA,TRUE,18,15,NA,11,NA,9,NA,17,11,TRUE,NA,7,NA,13,7,NA,16
2019-07-12,23,8,NA,14,NA,11,NA,TRUE,20,15,NA,19,NA,12,NA,13,12,TRUE,NA,9,NA,21,9,NA,14
2019-07-12,24,10,NA,17,NA,13,NA,TRUE,15,17,NA,14,NA,7,NA,26,11,TRUE,NA,8,NA,21,13,NA,12
2019-07-13,1,14,NA,15,NA,5,NA,TRUE,14,24,NA,14,NA,11,NA,38,15,TRUE,NA,9,NA,23,18,NA,20
2019-07-13,2,14,NA,16,NA,17,NA,TRUE,16,20,NA,18,NA,14,NA,22,9,TRUE,NA,7,NA,23,17,NA,9
2019-07-13,3,13,NA,19,NA,18,NA,TRUE,15,17,NA,13,NA,12,NA,24,18,TRUE,NA,15,NA,18,12,NA,25
2019-07-13,4,19,NA,20,NA,14,NA,TRUE,16,16,NA,19,NA,17,NA,27,9,TRUE,NA,9,NA,18,16,NA,14
2019-07-13,5,17,NA,19,NA,15,NA,TRUE,23,23,NA,20,NA,16,NA,36,10,TRUE,NA,10,NA,23,18,NA,25
2019-07-13,6,17,NA,24,NA,18,NA,TRUE,27,24,NA,30,NA,2,NA,31,12,TRUE,NA,14,NA,30,16,NA,25
2019-07-13,7,22,NA,17,NA,15,NA,TRUE,23,27,NA,20,NA,15,NA,26,23,TRUE,NA,14,NA,24,21,NA,24
2019-07-13,8,19,NA,21,NA,14,NA,TRUE,19,24,NA,20,NA,19,NA,32,21,TRUE,NA,15,NA,17,13,NA,27
2019-07-13,9,20,NA,20,NA,6,NA,TRUE,26,20,NA,23,NA,8,NA,NA,6,TRUE,NA,16,NA,NA,NA,NA,23
2019-07-13,10,16,NA,26,NA,NA,NA,TRUE,18,25,NA,21,NA,11,NA,NA,10,TRUE,NA,13,NA,19,NA,NA,12
2019-07-13,11,19,NA,14,NA,8,NA,TRUE,25,18,NA,24,NA,3,NA,NA,15,TRUE,NA,6,NA,15,1,NA,14
2019-07-13,12,12,NA,NA,NA,7,NA,TRUE,26,25,NA,28,NA,14,NA,10,NA,TRUE,NA,12,NA,28,7,NA,40
2019-07-13,13,22,NA,24,NA,12,NA,TRUE,28,17,NA,19,NA,4,NA,19,16,TRUE,NA,30,NA,24,4,NA,39
2019-07-13,14,14,NA,22,NA,17,NA,TRUE,26,31,NA,20,NA,13,NA,20,21,TRUE,NA,NA,NA,37,11,NA,44
2019-07-13,15,25,NA,24,NA,15,NA,TRUE,31,43,NA,17,NA,12,NA,8,23,TRUE,NA,NA,NA,8,15,NA,22
2019-07-13,16,23,NA,18,NA,19,NA,TRUE,20,15,NA,12,NA,23,NA,17,22,TRUE,NA,NA,NA,8,16,NA,22
2019-07-13,17,19,NA,14,NA,22,NA,TRUE,21,29,NA,16,NA,2,NA,18,16,TRUE,NA,NA,NA,NA,35,NA,15
2019-07-13,18,18,NA,7,NA,23,NA,TRUE,15,10,NA,23,NA,10,NA,28,9,TRUE,NA,NA,NA,NA,7,NA,14
2019-07-13,19,16,NA,9,NA,9,NA,TRUE,11,10,NA,17,NA,6,NA,19,13,TRUE,NA,9,NA,NA,18,NA,27
2019-07-13,20,15,NA,16,NA,18,NA,TRUE,25,12,NA,26,NA,13,NA,19,18,TRUE,NA,10,NA,21,11,NA,19
2019-07-13,21,13,NA,21,NA,16,NA,TRUE,27,18,NA,18,NA,34,NA,24,15,TRUE,NA,16,NA,16,17,NA,18
2019-07-13,22,11,NA,19,NA,11,NA,TRUE,28,20,NA,27,NA,23,NA,30,14,TRUE,NA,6,NA,17,24,NA,19
2019-07-13,23,12,NA,22,NA,14,NA,TRUE,23,22,NA,25,NA,22,NA,34,12,TRUE,NA,10,NA,24,22,NA,32
2019-07-13,24,15,NA,20,NA,11,NA,TRUE,26,21,NA,31,NA,13,NA,50,15,TRUE,NA,12,NA,25,29,NA,20
2019-07-14,1,20,NA,20,NA,15,NA,TRUE,27,28,NA,20,NA,18,NA,59,17,TRUE,NA,22,NA,18,26,NA,24
2019-07-14,2,21,NA,18,NA,18,NA,TRUE,25,30,NA,23,NA,13,NA,48,15,TRUE,NA,15,NA,15,19,NA,25
2019-07-14,3,18,NA,18,NA,21,NA,TRUE,16,24,NA,18,NA,14,NA,40,15,TRUE,NA,15,NA,30,23,NA,19
2019-07-14,4,20,NA,16,NA,20,NA,TRUE,22,29,NA,19,NA,16,NA,36,19,TRUE,NA,8,NA,19,21,NA,17
2019-07-14,5,18,NA,21,NA,18,NA,TRUE,21,23,NA,28,NA,13,NA,37,16,TRUE,NA,4,NA,16,26,NA,24
2019-07-14,6,19,NA,23,NA,17,NA,TRUE,22,23,NA,22,NA,12,NA,32,21,TRUE,NA,9,NA,17,26,NA,26
2019-07-14,7,20,NA,22,NA,13,NA,TRUE,20,24,NA,27,NA,25,NA,32,9,TRUE,NA,13,NA,23,27,NA,30
2019-07-14,8,28,NA,24,NA,14,NA,TRUE,28,31,NA,31,NA,33,NA,61,22,TRUE,NA,17,NA,30,25,NA,26
2019-07-14,9,32,NA,NA,NA,25,NA,TRUE,39,36,NA,35,NA,36,NA,27,22,TRUE,NA,22,NA,35,7,NA,31
2019-07-14,10,36,NA,NA,NA,24,NA,TRUE,41,42,NA,48,NA,39,NA,33,32,TRUE,NA,32,NA,56,32,NA,38
2019-07-14,11,44,NA,NA,NA,37,NA,TRUE,42,52,NA,51,NA,32,NA,39,34,TRUE,NA,34,NA,46,36,NA,39
2019-07-14,12,36,NA,NA,NA,37,NA,TRUE,47,45,NA,58,NA,14,NA,5,37,TRUE,NA,24,NA,55,41,NA,51
2019-07-14,13,53,NA,NA,NA,31,NA,TRUE,42,43,NA,51,NA,12,NA,29,27,TRUE,NA,30,NA,38,31,NA,29
2019-07-14,14,32,NA,NA,NA,20,NA,TRUE,31,23,NA,39,NA,17,NA,18,21,TRUE,NA,16,NA,31,13,NA,26
2019-07-14,15,44,NA,NA,NA,19,NA,TRUE,23,16,NA,23,NA,20,NA,16,27,TRUE,NA,38,NA,18,NA,NA,14
2019-07-14,16,27,NA,NA,NA,15,NA,TRUE,14,13,NA,14,NA,6,NA,36,27,TRUE,NA,13,NA,25,26,NA,12
2019-07-14,17,32,NA,NA,NA,21,NA,TRUE,22,10,NA,11,NA,NA,NA,23,19,TRUE,NA,20,NA,13,7,NA,11
2019-07-14,18,15,NA,NA,NA,26,NA,TRUE,11,4,NA,14,NA,21,NA,26,12,TRUE,NA,12,NA,19,19,NA,NA
2019-07-14,19,17,NA,NA,NA,19,NA,TRUE,13,8,NA,5,NA,11,NA,15,11,TRUE,NA,20,NA,8,10,NA,15
2019-07-14,20,15,NA,NA,NA,8,NA,TRUE,21,11,NA,13,NA,3,NA,21,1,TRUE,NA,8,NA,16,22,NA,14
2019-07-14,21,11,NA,NA,NA,8,NA,TRUE,22,16,NA,19,NA,13,NA,33,10,TRUE,NA,6,NA,7,7,NA,14
2019-07-14,22,9,NA,NA,NA,9,NA,TRUE,15,15,NA,23,NA,20,NA,41,6,TRUE,NA,10,NA,14,5,NA,21
2019-07-14,23,10,NA,NA,NA,11,NA,TRUE,15,22,NA,15,NA,13,NA,19,9,TRUE,NA,8,NA,16,13,NA,11
2019-07-14,24,10,NA,NA,NA,14,NA,TRUE,18,15,NA,17,NA,16,NA,26,10,TRUE,NA,13,NA,15,22,NA,16
2019-07-15,1,13,NA,9,NA,12,NA,TRUE,16,19,NA,18,NA,8,NA,40,11,TRUE,NA,8,NA,12,15,NA,12
2019-07-15,2,11,NA,11,NA,12,NA,TRUE,14,18,NA,8,NA,11,NA,27,8,TRUE,NA,10,NA,7,13,NA,17
2019-07-15,3,12,NA,9,NA,12,NA,TRUE,16,12,NA,13,NA,32,NA,26,7,TRUE,NA,11,NA,NA,8,NA,10
2019-07-15,4,14,NA,13,NA,11,NA,TRUE,18,12,NA,9,NA,12,NA,19,13,TRUE,NA,7,NA,7,15,NA,15
2019-07-15,5,15,NA,10,NA,8,NA,TRUE,20,14,NA,19,NA,13,NA,26,12,TRUE,NA,9,NA,13,16,NA,21
2019-07-15,6,17,NA,14,NA,12,NA,TRUE,19,11,NA,23,NA,15,NA,35,12,TRUE,NA,7,NA,16,20,NA,21
2019-07-15,7,18,NA,16,NA,13,NA,TRUE,20,18,NA,26,NA,22,NA,29,15,TRUE,NA,15,NA,18,27,NA,29
2019-07-15,8,17,NA,19,NA,11,NA,TRUE,24,25,NA,30,NA,32,NA,14,12,TRUE,NA,15,NA,30,13,NA,34
2019-07-15,9,23,NA,19,NA,12,NA,TRUE,36,31,NA,29,NA,30,NA,21,22,TRUE,NA,21,NA,47,6,NA,37
2019-07-15,10,20,NA,NA,NA,16,NA,TRUE,40,35,NA,33,NA,NA,NA,27,22,TRUE,NA,10,NA,22,NA,NA,45
2019-07-15,11,28,NA,43,NA,17,NA,TRUE,37,41,NA,41,NA,NA,NA,20,NA,TRUE,NA,33,NA,40,NA,NA,46
2019-07-15,12,31,NA,37,NA,29,NA,TRUE,36,58,NA,47,NA,NA,NA,20,NA,TRUE,NA,36,NA,40,NA,NA,46
2019-07-15,13,35,NA,43,NA,30,NA,TRUE,36,35,NA,44,NA,NA,NA,22,NA,TRUE,NA,26,NA,41,28,NA,44
2019-07-15,14,42,NA,32,NA,26,NA,TRUE,30,18,NA,24,NA,NA,NA,26,37,TRUE,NA,48,NA,33,25,NA,24
2019-07-15,15,33,NA,20,NA,13,NA,TRUE,22,17,NA,29,NA,8,NA,16,27,TRUE,NA,25,NA,2,22,NA,15
2019-07-15,16,26,NA,17,NA,14,NA,NA,12,14,NA,19,NA,13,NA,6,12,TRUE,NA,36,NA,25,16,NA,14
2019-07-15,17,22,NA,15,NA,22,NA,TRUE,13,11,NA,13,NA,25,NA,23,21,TRUE,NA,7,NA,9,25,NA,12
2019-07-15,18,13,NA,18,NA,26,NA,TRUE,10,22,NA,13,NA,23,NA,26,11,TRUE,NA,17,NA,5,14,NA,12
2019-07-15,19,8,NA,14,NA,16,NA,TRUE,18,15,NA,24,NA,22,NA,20,16,TRUE,NA,15,NA,NA,18,NA,16
2019-07-15,20,9,NA,15,NA,16,NA,TRUE,20,15,NA,19,NA,19,NA,22,10,TRUE,NA,13,NA,8,18,NA,21
2019-07-15,21,13,NA,10,NA,12,NA,TRUE,22,18,NA,25,NA,18,NA,21,9,TRUE,NA,11,NA,11,19,NA,16
2019-07-15,22,11,NA,14,NA,13,NA,TRUE,17,10,NA,21,NA,21,NA,35,11,TRUE,NA,10,NA,15,15,NA,6
2019-07-15,23,10,NA,9,NA,14,NA,TRUE,16,11,NA,12,NA,14,NA,13,7,TRUE,NA,6,NA,11,20,NA,3
2019-07-15,24,18,NA,11,NA,16,NA,TRUE,15,17,NA,12,NA,13,NA,12,11,TRUE,NA,13,NA,15,19,NA,5
2019-07-16,1,13,NA,12,NA,9,NA,TRUE,18,17,NA,22,NA,16,NA,19,10,TRUE,NA,7,NA,9,15,NA,16
2019-07-16,2,14,NA,13,NA,17,NA,TRUE,20,16,NA,14,NA,16,NA,24,10,TRUE,NA,8,NA,11,16,NA,9
2019-07-16,3,13,NA,11,NA,13,NA,TRUE,16,17,NA,16,NA,14,NA,28,9,TRUE,NA,13,NA,10,10,NA,6
2019-07-16,4,14,NA,NA,NA,14,NA,TRUE,16,12,NA,19,NA,13,NA,28,13,TRUE,NA,18,NA,21,13,NA,19
